movie_id,release_date,friday_date,saturday_date,sunday_date,pre_fri_usd,pre_sat_usd,pre_sun_usd,after_fri_sat_usd,after_fri_sun_usd,after_sat_sun_usd,actual_fri_usd,actual_sat_usd,actual_sun_usd,actual_ow_usd,release_run_id,title,pre_weekend_origin_day,forecast_origin_date,total_forecast_usd,total_forecast_source,shape_model,after_friday_baseline_model,after_saturday_baseline_model
279,2024-03-08,2024-03-08,2024-03-09,2024-03-10,1509514.4129017694,1423581.781434478,1115322.2304631574,2665180.6253497587,1716203.5937775846,1677684.0828266186,3091042.0,2354735.0,1722743.0,7168520.0,279,Cabrini (2024),-1,2024-03-07,4048418.4247994046,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
112,2024-03-15,2024-03-15,2024-03-16,2024-03-17,3714246.304369712,3331428.463004418,2527380.7332938104,2723858.536915457,2205736.953061735,1996348.9636159227,2994621.0,2801266.0,1838011.0,7633898.0,112,Arthur the King (2024),-1,2024-03-14,9573055.50066794,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
337,2024-04-12,2024-04-12,2024-04-13,2024-04-14,9568820.3823719,8582586.604907472,6511160.082815176,9488954.374479737,6712573.245577242,6239247.620881571,10817252.0,8761974.0,5958142.0,25537368.0,337,Civil War (2024),-1,2024-04-11,24662567.07009455,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
24,2024-04-19,2024-04-19,2024-04-20,2024-04-21,6031081.350262379,5409473.262266256,4103884.760590045,3680894.153416888,2988147.707581504,2682605.6308869147,4033895.0,3768955.0,2494260.0,10297110.0,24,Abigail (2024),-1,2024-04-18,15544439.37311868,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
249,2024-04-26,2024-04-26,2024-04-27,2024-04-28,892560.9136735442,800566.9492836347,607348.3209381398,745916.466176403,574254.5243161317,352269.29269240244,828560.0,495271.0,358694.0,1682525.0,249,Boy Kills World (2024),-1,2024-04-25,2300476.183895319,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
304,2024-04-26,2024-04-26,2024-04-27,2024-04-28,5650840.778204398,5329153.476696413,4175189.2442177194,5525758.724282612,4005674.056518275,3525658.905046158,6255921.0,4956880.0,3798260.0,15011061.0,304,Challengers (2024),-1,2024-04-25,15155183.49911853,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
141,2024-05-17,2024-05-17,2024-05-18,2024-05-19,1203711.1258401969,1135187.0602957923,889375.925284902,1095506.3077492462,824430.6921583264,665913.3560734433,1237795.0,935420.0,662505.0,2835720.0,141,Back to Black (2024),-1,2024-05-16,3228274.1114208912,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
145,2024-06-07,2024-06-07,2024-06-08,2024-06-09,17226594.093116067,15451093.217731368,11721937.223170424,18682628.20404394,13277347.893953755,13857414.362516183,21501365.0,19466683.0,15559276.0,56527324.0,145,Bad Boys: Ride or Die (2024),-1,2024-06-06,44399624.53401786,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
188,2024-06-21,2024-06-21,2024-06-22,2024-06-23,2868552.5040774015,2705253.4569993396,2119463.2854800564,3572850.905729264,2542052.0776448925,2275909.2008719416,4109865.0,3193735.0,2394675.0,9698275.0,188,The Bikeriders (2024),-1,2024-06-20,7693269.246556797,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
245,2024-08-09,2024-08-09,2024-08-10,2024-08-11,3471292.037069634,3113514.86897603,2362061.073818527,3436406.884991093,2500705.75210683,1955710.1332826223,3937653.0,2743126.0,1920793.0,8601572.0,245,Borderlands (2024),-1,2024-08-08,8946867.979864191,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
53,2024-08-16,2024-08-16,2024-08-17,2024-08-18,17454572.94297393,15655574.872188684,11877066.771808963,15767719.182890687,11583581.65017225,9688290.038185297,18083803.0,13591254.0,10328304.0,42003361.0,53,Alien: Romulus (2024),-1,2024-08-15,44987214.58697158,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
214,2024-08-23,2024-08-23,2024-08-24,2024-08-25,2323577.8477886445,2084092.6378583868,1581092.2064862528,2507504.8704499328,1806040.8369368415,1858762.06438522,2900405.0,2606069.0,1795420.0,7301894.0,214,Blink Twice (2024),-1,2024-08-22,5988762.692133284,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
37,2024-08-30,2024-08-30,2024-08-31,2024-09-01,2173574.4726241254,1949549.7258867456,1479021.528008676,1194909.7102940613,1030369.8362802636,873830.1768544697,1309482.0,1225529.0,1130653.0,3665664.0,37,Afraid (2024),-1,2024-08-29,5602145.7265195465,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
170,2024-09-06,2024-09-06,2024-09-07,2024-09-08,41688146.69357542,37391456.32358597,28366944.49587611,36358588.52932974,26611721.70241237,29875481.681891184,41815736.0,41804322.0,27383287.0,111003345.0,170,Beetlejuice Beetlejuice (2024),-1,2024-09-05,107446547.5130375,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
99,2024-10-11,2024-10-11,2024-10-12,2024-10-13,1403216.0377488644,1323334.6894091235,1036782.443193261,548573.2131891971,504508.803852614,393956.3826066426,590628.0,552034.0,470571.0,1613233.0,99,The Apprentice (2024),-1,2024-10-10,3763333.1703512487,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
363,2024-10-25,2024-10-25,2024-10-26,2024-10-27,2116125.914914602,1898022.2436928756,1439930.3191839545,2201313.794341022,1608364.9850103278,1655757.8033865856,2527720.0,2316590.0,1757685.0,6601995.0,363,Conclave (2024),-1,2024-10-24,5454078.477791432,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
178,2024-11-08,2024-11-08,2024-11-09,2024-11-10,2152628.580303082,1973526.346425871,1511193.268490158,4202311.429974308,2807614.050746994,2356119.868767194,4950596.0,3294792.0,2528171.0,10773559.0,178,The Best Christmas Pageant Ever (2024),-1,2024-11-07,5637348.19521911,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
237,2024-11-22,2024-11-22,2024-11-23,2024-11-24,1406956.6966532914,1261945.2780853843,957371.9555207724,2235080.477553957,1525195.4780647764,983666.2421739474,2642007.0,1374735.0,1031233.0,5047975.0,237,Bonhoeffer: Pastor. Spy. Assassin (2024),-1,2024-11-21,3626273.930259448,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
138,2024-12-25,2024-12-27,2024-12-28,2024-12-29,1775877.3550956068,1592842.2303631958,1208406.1863859217,1252579.68662064,976319.4789660308,1152115.848896449,1414935.0,1609515.0,1465695.0,4490145.0,138,Babygirl (2024),-1,2024-12-26,4577125.771844724,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
180,2024-12-25,2024-12-27,2024-12-28,2024-12-29,2416003.202782673,2214987.7676852024,1696088.126908444,7730.8398008814165,19973.784782497652,4732.972350617,5034.0,6612.0,6613.0,18259.0,180,Better Man (2024),-1,2024-12-26,6327079.097376319,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
360,2024-12-25,2024-12-27,2024-12-28,2024-12-29,4429228.780962464,4060709.6707535298,3109417.379123963,3426515.605547074,2567871.628937645,2982991.614753365,3941204.0,4167263.0,3547086.0,11655553.0,360,A Complete Unknown (2024),-1,2024-12-26,11599355.830839956,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
254,2025-01-24,2025-01-24,2025-01-25,2025-01-26,1078995.9207204226,940598.439623828,719537.7266209826,781337.4860069331,595649.3846406211,647637.1565959099,930479.0,899221.0,458435.0,2288135.0,254,Brave the Dark (2025),-1,2025-01-23,2739132.0869652336,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
358,2025-01-31,2025-01-31,2025-02-01,2025-02-02,3689542.336693865,3216302.951825067,2460403.0972091546,3300411.5734125352,2422228.231760029,2297789.502301223,4050659.0,3199373.0,2050081.0,9300113.0,358,Companion (2025),-1,2025-01-30,9366248.385728087,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
288,2025-02-14,2025-02-14,2025-02-15,2025-02-16,33285931.09897622,26342778.12831306,20819433.403091077,32501528.167355306,23073227.068146195,19751998.22209889,40912377.0,27719411.0,20210815.0,88842603.0,288,Captain America: Brave New World (2025),-1,2025-02-13,80448142.63038036,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
198,2025-03-14,2025-03-14,2025-03-15,2025-03-16,2088814.495032515,1653106.1315433125,1306495.9529426629,2211256.034286211,1584430.8327569098,2095859.0851225292,2782565.0,2940735.0,1883950.0,7607250.0,198,Black Bag (2025),-1,2025-03-13,5048416.5795184905,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
67,2025-03-21,2025-03-21,2025-03-22,2025-03-23,1172808.0502202385,1022377.7503059292,782097.1534858232,964801.5040741656,713694.6830430714,861771.2668255483,1170540.0,1210181.0,784628.0,3165349.0,67,The Alto Knights (2025),-1,2025-03-20,2977282.954011991,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
320,2025-04-04,2025-04-04,2025-04-05,2025-04-06,2449945.5107611227,1938908.3881875216,1532373.4598507886,2350219.3763146545,1735555.0178487522,1493145.983450123,2845998.0,2095162.0,2045940.0,6987100.0,320,The Chosen: Last Supper — Part 2 (2025),-1,2025-04-03,5921227.358799433,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
69,2025-04-11,2025-04-11,2025-04-12,2025-04-13,4600391.458333315,3640790.1924061985,2877418.189388289,4785309.6094645625,3421519.1253767395,3871471.651389613,5990283.0,5419250.0,3393316.0,14802849.0,69,The Amateur (2025),-1,2025-04-10,11118599.840127803,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
321,2025-04-11,2025-04-11,2025-04-12,2025-04-13,1777586.7660495497,1406797.7741896207,1111831.5778501057,2013152.926765037,1442477.8339150946,1283617.6181815288,2515410.0,1796796.0,1758093.0,6070299.0,321,The Chosen: Last Supper — Part 3 (2025),-1,2025-04-10,4296216.118089276,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
33,2025-04-25,2025-04-25,2025-04-26,2025-04-27,8012501.600462991,6341164.117840821,5011599.13378931,7627841.591790215,5540647.251967084,6527549.005956643,9431249.0,9124563.0,5978147.0,24533959.0,33,The Accountant 2 (2025),-1,2025-04-24,19365264.852093123,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
346,2025-05-09,2025-05-09,2025-05-10,2025-05-11,1117440.9335241318,884352.5661274535,698928.536149891,1349192.7765708417,960881.4584130025,864889.4586286234,1687881.0,1209789.0,751321.0,3648991.0,346,Clown in a Cornfield (2025),-1,2025-05-08,2700722.0358014763,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
263,2025-05-30,2025-05-30,2025-05-31,2025-06-01,2605719.7052346673,2062189.453419898,1629805.9293862996,2538411.871110751,1837103.1525015312,1616358.991561809,3143350.0,2263305.0,1674846.0,7081501.0,263,Bring Her Back (2025),-1,2025-05-29,6297715.088040865,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
12,2025-06-20,2025-06-20,2025-06-21,2025-06-22,14324932.797880515,11336877.591781346,8959851.04044157,11703812.855719121,8525782.740627123,6527748.703215681,14473891.0,9138067.0,6391008.0,30002966.0,12,28 Years Later (2025),-1,2025-06-19,34621661.430103436,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
146,2025-08-01,2025-08-01,2025-08-02,2025-08-03,9097455.191983264,7199805.916261597,5690207.732026648,7375154.219502438,5352199.791928246,5254959.768289694,9227320.0,7357460.0,5410935.0,21995715.0,146,The Bad Guys 2 (2025),-1,2025-07-31,21987468.84027151,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
296,2025-08-29,2025-08-29,2025-08-30,2025-08-31,2612080.639856245,2067223.5529295877,1633784.518849264,2581454.555769585,1880343.1219657937,1625442.9433633983,3221978.0,2275294.0,2306653.0,7803925.0,296,Caught Stealing (2025),-1,2025-08-28,6313088.711635097,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
367,2025-09-05,2025-09-05,2025-09-06,2025-09-07,19976516.76077064,15809590.761956893,12494761.19775387,26537045.63832392,18495029.385846682,21774137.41587632,34652525.0,30402215.0,18951381.0,84006121.0,367,The Conjuring: Last Rites (2025),-1,2025-09-04,48280868.7204814,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
185,2025-09-19,2025-09-19,2025-09-20,2025-09-21,1749325.500068706,1524948.1524083894,1166552.7823303903,1135393.3628159773,859284.7768812872,833715.834071063,1371945.0,1165242.0,715391.0,3252578.0,185,A Big Bold Beautiful Journey (2025),-1,2025-09-18,4440826.434807486,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
202,2025-10-17,2025-10-17,2025-10-18,2025-10-19,8458783.508318093,6694355.538154395,5290736.179166404,8715297.923097884,6259741.888541321,6913449.570624029,11026005.0,9673145.0,6632890.0,27332040.0,202,Black Phone 2 (2025),-1,2025-10-16,20443875.225638893,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
303,2025-10-24,2025-10-24,2025-10-25,2025-10-26,4777504.131469774,3780958.717008163,2988197.289790902,6596795.09267285,4616211.313389731,3798843.970016527,8520755.0,5316820.0,4193308.0,18030883.0,303,Chainsaw Man — The Movie: Reze Arc (チェンソーマン レゼ篇) (2025),-1,2025-10-23,11546660.13826884,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
333,2025-11-07,2025-11-07,2025-11-08,2025-11-09,726490.3736869787,584609.9275672738,458610.0811952338,568039.625681355,420429.48143526976,257747.74267234455,702585.0,360490.0,247813.0,1310888.0,333,Christy (2025),-1,2025-11-06,1769710.3824494863,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
127,2025-12-19,2025-12-19,2025-12-20,2025-12-21,38058734.45891348,30120016.61345676,23804690.489720073,28482043.063537177,20576858.995003678,20309582.66365385,36486725.0,28413107.0,24261028.0,89160860.0,127,Avatar: Fire and Ash (2025),-1,2025-12-18,91983441.56209032,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
83,2025-12-25,2025-12-26,2025-12-27,2025-12-28,6279060.760496203,4969303.81716243,3927379.6171840862,4323123.366421131,3178375.54374665,3744109.760962045,5455901.0,5231547.0,3814770.0,14502218.0,83,Anaconda (2025),-1,2025-12-25,15175744.19484272,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
13,2026-01-16,2026-01-16,2026-01-17,2026-01-18,7457422.72954723,5708914.750327907,4505745.558678938,4512956.1115704775,3364154.699396992,2801064.6383346496,5596864.0,3913350.0,3011113.0,12521327.0,13,28 Years Later: The Bone Temple (2026),-1,2026-01-15,17672083.038554076,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
342,2026-01-23,2026-01-23,2026-01-24,2026-01-25,540756.6663564565,469262.93938875187,357156.68445301667,454982.8654367339,339835.18884217535,282494.58027432545,565934.0,394476.0,300523.0,1260933.0,342,Clika (2026),-1,2026-01-22,1367176.290198225,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
350,2026-02-13,2026-02-13,2026-02-14,2026-02-15,1168047.731353564,894180.8939153793,705729.85718229,256415.07731066176,214592.00097087823,304155.7545299148,288880.0,424545.0,222745.0,936170.0,350,Cold Storage (2026),-1,2026-02-12,2767958.4824512335,late_by_origin_common_predictions,refine_window_last5y_broad_direct_median_grid_calibrated,AF2+C0,AS0
